USER,AGE,GENDER,COUNTRY,ENGLISH,EDUCATION,SIZE,TREL,TOPIC,DOC,urel,time,viewdoc,viewtopic,mental,physical,temp,perf,effort,frust
54f07dd4a3b52,29,male,British,5,ug,lrg,1,353,NYT19980706.0187,2,59908,1,0,45,10,50,85,55,40
54f07dd4a3b52,29,male,British,5,ug,sml,1,409,NYT19990325.0390,0,57272,3,2,65,15,50,70,45,40
54f07dd4a3b52,29,male,British,5,ug,sml,0,389,XIE19960710.0291,2,52185,1,0,30,15,35,90,35,15
54f07dd4a3b52,29,male,British,5,ug,lrg,0,401,NYT20000527.0059,0,96508,1,0,55,15,50,80,30,35
54f07dd4a3b52,29,male,British,5,ug,med,2,409,XIE20000822.0048,2,19591,1,0,25,15,35,90,35,30
54f07dd4a3b52,29,male,British,5,ug,med,2,622,APW19990709.0279,2,56671,1,0,15,15,30,100,35,15
54f07dd4a3b52,29,male,British,5,ug,med,2,367,XIE19980413.0192,1,30544,1,0,25,20,45,80,35,25
54f07df2478a2,25,male,indian,3,ug,med,1,307,XIE20000331.0068,2,60532,1,0,80,65,60,85,95,35
54f07df2478a2,25,male,indian,3,ug,med,1,436,APW20000315.0234,2,22769,1,0,90,75,75,85,90,65
54f07df2478a2,25,male,indian,3,ug,sml,2,303,XIE19981010.0047,2,19474,1,0,90,80,75,85,90,55
54f07df2478a2,25,male,indian,3,ug,lrg,0,394,NYT20000422.0002,0,38581,1,0,90,75,65,90,90,60
54f07df2478a2,25,male,indian,3,ug,lrg,2,374,NYT19981016.0338,2,19124,1,0,95,85,70,90,90,65
54f07df2478a2,25,male,indian,3,ug,med,0,433,APW19981026.0258,0,23090,1,0,95,85,75,90,90,60
54f07df2478a2,25,male,indian,3,ug,lrg,1,307,NYT19980815.0072,2,25141,1,0,90,90,75,90,90,65
54f07df2478a2,25,male,indian,3,ug,sml,2,638,APW19990520.0102,2,22371,1,0,95,90,90,85,90,65
54f07df2478a2,25,male,indian,3,ug,sml,0,374,XIE19990406.0317,2,9143,1,0,95,90,90,90,90,75
54f07df9250fa,29,female,bosniak,3,staff,sml,0,639,XIE19980820.0126,1,108863,1,0,75,85,55,85,90,25
54f07df9250fa,29,female,bosniak,3,staff,med,1,345,APW20000418.0151,1,104847,1,0,85,80,75,90,85,25
54f07df9250fa,29,female,bosniak,3,staff,lrg,2,336,NYT20000906.0421,0,186281,1,0,85,85,80,90,80,25
54f07df9250fa,29,female,bosniak,3,staff,sml,0,433,XIE19971231.0042,0,57514,1,0,90,85,95,85,80,30
54f07df9250fa,29,female,bosniak,3,staff,lrg,2,354,APW19990125.0312,2,88446,1,0,90,85,75,90,85,30
54f07df9250fa,29,female,bosniak,3,staff,med,0,648,APW19990107.0220,0,67104,1,0,90,85,90,90,85,25
54f07df9250fa,29,female,bosniak,3,staff,sml,1,374,APW19980805.0243,0,44845,1,0,90,85,85,90,80,20
54f07df9250fa,29,female,bosniak,3,staff,med,1,345,NYT19990128.0367,1,57554,1,0,85,90,85,85,85,25
54f07df9250fa,29,female,bosniak,3,staff,lrg,2,404,APW20000215.0222,1,54349,1,0,90,85,90,90,85,20
54f07e31e1805,26,male,Portuguese,4,ug,sml,2,353,XIE19970211.0080,2,63240,1,0,20,20,40,100,90,20
54f07e31e1805,26,male,Portuguese,4,ug,med,1,363,APW20000905.0044,2,73354,1,0,50,20,45,95,100,5
54f07e31e1805,26,male,Portuguese,4,ug,med,0,383,APW20000203.0305,0,54414,1,0,50,20,5,100,100,5
54f07e31e1805,26,male,Portuguese,4,ug,sml,0,625,XIE19961010.0131,0,58375,1,0,100,5,20,90,90,5
54f07e31e1805,26,male,Portuguese,4,ug,lrg,0,404,APW19981016.0863,0,178750,1,0,100,45,100,55,100,100
54f07e31e1805,26,male,Portuguese,4,ug,sml,1,689,XIE19970530.0149,0,62088,1,0,75,5,5,100,100,5
54f07e31e1805,26,male,Portuguese,4,ug,med,1,389,APW19990629.0176,2,110134,1,0,55,10,45,65,100,30
54f07e31e1805,26,male,Portuguese,4,ug,lrg,2,625,NYT19980626.0435,0,138309,1,0,100,25,100,35,100,100
54f07e31e1805,26,male,Portuguese,4,ug,lrg,2,433,NYT19990101.0073,2,63939,1,0,30,25,5,100,100,5
54f07e3e6ef2e,23,male,Venezuela,3,ug,sml,1,638,APW19991020.0100,2,76527,1,0,50,35,50,85,55,20
54f07e3e6ef2e,23,male,Venezuela,3,ug,sml,1,399,XIE19960107.0330,2,90065,1,0,65,65,50,65,45,30
54f07e3e6ef2e,23,male,Venezuela,3,ug,lrg,0,378,NYT19990721.0157,1,83552,1,0,80,80,70,70,65,45
54f07e3e6ef2e,23,male,Venezuela,3,ug,med,2,448,APW19980923.0476,2,79937,1,0,50,50,50,70,25,25
54f07e3e6ef2e,23,male,Venezuela,3,ug,med,1,651,XIE19970508.0023,0,58054,1,0,25,25,25,55,25,25
54f07e3e6ef2e,23,male,Venezuela,3,ug,med,2,448,APW19980918.1480,2,12911,1,0,60,60,50,80,30,25
54f07e3e6ef2e,23,male,Venezuela,3,ug,lrg,2,303,NYT20000605.0264,0,39184,1,0,35,35,55,70,25,30
54f07e3e6ef2e,23,male,Venezuela,3,ug,sml,0,639,XIE19990621.0064,0,20100,1,0,35,30,35,55,25,25
54f07e3e6ef2e,23,male,Venezuela,3,ug,lrg,0,314,NYT19990323.0060,0,27632,1,0,40,50,55,60,40,35
54f087f373fd3,19,male,bosnia,4,ug,sml,2,658,XIE19960403.0241,2,122856,1,0,70,75,75,80,70,75
54f087f373fd3,19,male,bosnia,4,ug,sml,1,409,XIE19991119.0270,1,117663,1,0,80,85,75,80,75,75
54f087f373fd3,19,male,bosnia,4,ug,med,0,404,XIE20000103.0171,2,51463,1,0,85,75,80,75,65,85
54f087f373fd3,19,male,bosnia,4,ug,med,1,336,APW20000626.0106,1,32664,1,0,80,75,80,85,85,80
54f087f373fd3,19,male,bosnia,4,ug,lrg,0,303,XIE19990501.0212,2,31495,1,0,75,80,95,80,80,75
54f087f373fd3,19,male,bosnia,4,ug,sml,0,322,XIE19960906.0168,1,23951,1,0,80,75,75,80,80,70
54f087f373fd3,19,male,bosnia,4,ug,lrg,1,375,NYT20000713.0084,2,14571,1,0,70,70,75,100,95,85
54f087f373fd3,19,male,bosnia,4,ug,med,2,363,APW19990701.0258,2,8909,1,0,85,75,75,80,80,80
54f087f373fd3,19,male,bosnia,4,ug,lrg,2,367,NYT20000906.0060,2,19425,1,0,75,75,90,90,90,85
54f08c4be9aa4,25,male,Bulgarian,3,pg,lrg,0,322,NYT19990428.0338,0,93031,2,1,45,45,50,55,55,60
54f08c4be9aa4,25,male,Bulgarian,3,pg,sml,0,393,APW19990816.0138,1,217740,2,1,45,50,45,60,60,55
54f08c4be9aa4,25,male,Bulgarian,3,pg,med,2,354,XIE19990810.0167,2,73915,1,0,55,55,50,55,50,55
54f08c4be9aa4,25,male,Bulgarian,3,pg,sml,1,374,XIE20000509.0001,1,61388,1,0,60,60,55,50,55,50
54f08c4be9aa4,25,male,Bulgarian,3,pg,med,0,416,NYT19990203.0373,0,56259,2,1,55,55,50,55,55,50
54f08c4be9aa4,25,male,Bulgarian,3,pg,med,2,393,APW19990223.0134,0,41449,1,0,55,50,60,45,55,50
54f08c4be9aa4,25,male,Bulgarian,3,pg,sml,1,344,APW20000808.0092,1,37295,1,0,55,50,55,60,55,45
54f08c4be9aa4,25,male,Bulgarian,3,pg,lrg,1,344,NYT19990607.0446,2,20178,1,0,60,55,50,45,55,45
54f08c4be9aa4,25,male,Bulgarian,3,pg,lrg,2,416,NYT19980603.0152,2,21119,1,0,65,55,45,40,40,45
